job_id,job_title,domain,experience_level,job_description,technical_skills,soft_skills,location
JOB00155,Product Manager,Product,Fresher,Define product vision and roadmap.,"Product Strategy, Roadmapping, Market Research","Communication, Teamwork, Time Management, Willingness to Learn",Chennai
JOB00156,Full Stack Developer,Web Development,Intermediate,Handle frontend and backend application development.,"React, Node.js, SQL, REST APIs, Git","Problem Solving, Collaboration, Adaptability, Ownership",Gurgaon
JOB00157,Data Scientist,Data Science,Experienced,Build predictive models and analytics.,"Python, Pandas, Machine Learning, Statistics","Leadership, Decision Making, Strategic Thinking, Mentorship",Bangalore
JOB00158,Operations Manager,Operations,Fresher,Oversee operational efficiency.,"Process Optimization, ERP Systems","Communication, Teamwork, Time Management, Willingness to Learn",Chennai
JOB00159,Mobile App Developer,App Development,Experienced,Develop Android and iOS mobile applications.,"Java, Kotlin, Swift, Flutter","Leadership, Decision Making, Strategic Thinking, Mentorship",Noida
JOB00160,Finance Analyst,Finance,Intermediate,Analyze financial performance.,"Financial Modeling, Excel, Forecasting","Problem Solving, Collaboration, Adaptability, Ownership",Chennai
JOB00161,NLP Engineer,Artificial Intelligence,Experienced,Build language processing systems.,"SpaCy, NLTK, Transformers, Python","Leadership, Decision Making, Strategic Thinking, Mentorship",Pune
JOB00162,Cloud Engineer,Cloud Computing,Experienced,Design and manage cloud infrastructure.,"AWS, Azure, GCP, Networking, Linux","Leadership, Decision Making, Strategic Thinking, Mentorship",Mumbai
JOB00163,HR Executive,Human Resources,Intermediate,Manage recruitment and employee relations.,"ATS Tools, Recruitment, HRMS","Problem Solving, Collaboration, Adaptability, Ownership",Hyderabad
JOB00164,Backend Developer,Software Development,Fresher,"Build server-side logic, APIs, and databases.","Node.js, Java, Spring Boot, REST APIs, SQL, MongoDB","Communication, Teamwork, Time Management, Willingness to Learn",Gurgaon
JOB00165,Finance Analyst,Finance,Intermediate,Analyze financial performance.,"Financial Modeling, Excel, Forecasting","Problem Solving, Collaboration, Adaptability, Ownership",Delhi
JOB00166,Mobile App Developer,App Development,Intermediate,Develop Android and iOS mobile applications.,"Java, Kotlin, Swift, Flutter","Problem Solving, Collaboration, Adaptability, Ownership",Bangalore
JOB00167,Sales Executive,Sales,Fresher,Drive sales and manage clients.,"CRM Tools, Lead Generation, Negotiation","Communication, Teamwork, Time Management, Willingness to Learn",Pune
JOB00168,NLP Engineer,Artificial Intelligence,Fresher,Build language processing systems.,"SpaCy, NLTK, Transformers, Python","Communication, Teamwork, Time Management, Willingness to Learn",Delhi
JOB00169,Mobile App Developer,App Development,Intermediate,Develop Android and iOS mobile applications.,"Java, Kotlin, Swift, Flutter","Problem Solving, Collaboration, Adaptability, Ownership",Gurgaon
JOB00170,Machine Learning Engineer,AI & ML,Fresher,Deploy scalable ML models.,"Scikit-learn, TensorFlow, PyTorch, MLOps","Communication, Teamwork, Time Management, Willingness to Learn",Hyderabad
JOB00171,Customer Support Executive,Customer Support,Fresher,Handle customer issues.,"Ticketing Tools, CRM Systems","Communication, Teamwork, Time Management, Willingness to Learn",Hyderabad
JOB00172,Frontend Developer,Web Development,Experienced,Develop responsive and interactive user interfaces.,"HTML, CSS, JavaScript, React, UI Design","Leadership, Decision Making, Strategic Thinking, Mentorship",Noida
JOB00173,Business Analyst,Analytics,Intermediate,Translate business needs into data solutions.,"Excel, SQL, Power BI, Requirement Analysis","Problem Solving, Collaboration, Adaptability, Ownership",Bangalore
JOB00174,Software Engineer,Software Development,Intermediate,"Design, develop, test, and maintain software systems.","Python, Java, OOP, Data Structures, Algorithms, Git","Problem Solving, Collaboration, Adaptability, Ownership",Noida
JOB00175,Data Analyst,Data Science,Experienced,Analyze data to generate insights.,"SQL, Excel, Python, Power BI, Tableau","Leadership, Decision Making, Strategic Thinking, Mentorship",Kolkata
JOB00176,UI/UX Designer,Design,Experienced,Design intuitive user experiences.,"Figma, Wireframing, Prototyping, UX Research","Leadership, Decision Making, Strategic Thinking, Mentorship",Bangalore
JOB00177,Full Stack Developer,Web Development,Experienced,Handle frontend and backend application development.,"React, Node.js, SQL, REST APIs, Git","Leadership, Decision Making, Strategic Thinking, Mentorship",Bangalore
JOB00178,DevOps Engineer,DevOps,Fresher,Automate deployments and manage CI/CD pipelines.,"Docker, Kubernetes, Jenkins, Linux, AWS","Communication, Teamwork, Time Management, Willingness to Learn",Noida
JOB00179,Finance Analyst,Finance,Fresher,Analyze financial performance.,"Financial Modeling, Excel, Forecasting","Communication, Teamwork, Time Management, Willingness to Learn",Mumbai
JOB00180,Machine Learning Engineer,AI & ML,Fresher,Deploy scalable ML models.,"Scikit-learn, TensorFlow, PyTorch, MLOps","Communication, Teamwork, Time Management, Willingness to Learn",Hyderabad
JOB00181,NLP Engineer,Artificial Intelligence,Experienced,Build language processing systems.,"SpaCy, NLTK, Transformers, Python","Leadership, Decision Making, Strategic Thinking, Mentorship",Gurgaon
JOB00182,Business Analyst,Analytics,Intermediate,Translate business needs into data solutions.,"Excel, SQL, Power BI, Requirement Analysis","Problem Solving, Collaboration, Adaptability, Ownership",Gurgaon
JOB00183,Mobile App Developer,App Development,Intermediate,Develop Android and iOS mobile applications.,"Java, Kotlin, Swift, Flutter","Problem Solving, Collaboration, Adaptability, Ownership",Bangalore
JOB00184,Cloud Engineer,Cloud Computing,Fresher,Design and manage cloud infrastructure.,"AWS, Azure, GCP, Networking, Linux","Communication, Teamwork, Time Management, Willingness to Learn",Pune
JOB00185,DevOps Engineer,DevOps,Fresher,Automate deployments and manage CI/CD pipelines.,"Docker, Kubernetes, Jenkins, Linux, AWS","Communication, Teamwork, Time Management, Willingness to Learn",Pune
JOB00186,Frontend Developer,Web Development,Experienced,Develop responsive and interactive user interfaces.,"HTML, CSS, JavaScript, React, UI Design","Leadership, Decision Making, Strategic Thinking, Mentorship",Kolkata
JOB00187,Mobile App Developer,App Development,Experienced,Develop Android and iOS mobile applications.,"Java, Kotlin, Swift, Flutter","Leadership, Decision Making, Strategic Thinking, Mentorship",Bangalore
JOB00188,Digital Marketing Executive,Marketing,Intermediate,Execute digital marketing campaigns.,"SEO, Google Analytics, Ads, Content Strategy","Problem Solving, Collaboration, Adaptability, Ownership",Bangalore
JOB00189,Customer Support Executive,Customer Support,Experienced,Handle customer issues.,"Ticketing Tools, CRM Systems","Leadership, Decision Making, Strategic Thinking, Mentorship",Gurgaon
JOB00190,Cybersecurity Analyst,Cybersecurity,Experienced,Protect systems from cyber threats.,"Networking, SIEM, Kali Linux, Risk Analysis","Leadership, Decision Making, Strategic Thinking, Mentorship",Delhi
JOB00191,Machine Learning Engineer,AI & ML,Experienced,Deploy scalable ML models.,"Scikit-learn, TensorFlow, PyTorch, MLOps","Leadership, Decision Making, Strategic Thinking, Mentorship",Pune
JOB00192,Operations Manager,Operations,Fresher,Oversee operational efficiency.,"Process Optimization, ERP Systems","Communication, Teamwork, Time Management, Willingness to Learn",Hyderabad
JOB00193,Cybersecurity Analyst,Cybersecurity,Experienced,Protect systems from cyber threats.,"Networking, SIEM, Kali Linux, Risk Analysis","Leadership, Decision Making, Strategic Thinking, Mentorship",Noida
JOB00194,Product Manager,Product,Fresher,Define product vision and roadmap.,"Product Strategy, Roadmapping, Market Research","Communication, Teamwork, Time Management, Willingness to Learn",Bangalore
JOB00195,Business Analyst,Analytics,Intermediate,Translate business needs into data solutions.,"Excel, SQL, Power BI, Requirement Analysis","Problem Solving, Collaboration, Adaptability, Ownership",Kolkata
JOB00196,Mobile App Developer,App Development,Intermediate,Develop Android and iOS mobile applications.,"Java, Kotlin, Swift, Flutter","Problem Solving, Collaboration, Adaptability, Ownership",Gurgaon
JOB00197,HR Executive,Human Resources,Experienced,Manage recruitment and employee relations.,"ATS Tools, Recruitment, HRMS","Leadership, Decision Making, Strategic Thinking, Mentorship",Bangalore
JOB00198,Customer Support Executive,Customer Support,Fresher,Handle customer issues.,"Ticketing Tools, CRM Systems","Communication, Teamwork, Time Management, Willingness to Learn",Chennai
JOB00199,Frontend Developer,Web Development,Intermediate,Develop responsive and interactive user interfaces.,"HTML, CSS, JavaScript, React, UI Design","Problem Solving, Collaboration, Adaptability, Ownership",Noida
JOB00200,Cybersecurity Analyst,Cybersecurity,Experienced,Protect systems from cyber threats.,"Networking, SIEM, Kali Linux, Risk Analysis","Leadership, Decision Making, Strategic Thinking, Mentorship",Delhi
JOB00201,Digital Marketing Executive,Marketing,Experienced,Execute digital marketing campaigns.,"SEO, Google Analytics, Ads, Content Strategy","Leadership, Decision Making, Strategic Thinking, Mentorship",Gurgaon
JOB00202,HR Executive,Human Resources,Experienced,Manage recruitment and employee relations.,"ATS Tools, Recruitment, HRMS","Leadership, Decision Making, Strategic Thinking, Mentorship",Chennai
JOB00203,Software Engineer,Software Development,Intermediate,"Design, develop, test, and maintain software systems.","Python, Java, OOP, Data Structures, Algorithms, Git","Problem Solving, Collaboration, Adaptability, Ownership",Chennai
JOB00204,Data Analyst,Data Science,Fresher,Analyze data to generate insights.,"SQL, Excel, Python, Power BI, Tableau","Communication, Teamwork, Time Management, Willingness to Learn",Delhi
JOB00205,Software Engineer,Software Development,Experienced,"Design, develop, test, and maintain software systems.","Python, Java, OOP, Data Structures, Algorithms, Git","Leadership, Decision Making, Strategic Thinking, Mentorship",Pune
JOB00206,Software Engineer,Software Development,Experienced,"Design, develop, test, and maintain software systems.","Python, Java, OOP, Data Structures, Algorithms, Git","Leadership, Decision Making, Strategic Thinking, Mentorship",Chennai
JOB00207,Digital Marketing Executive,Marketing,Intermediate,Execute digital marketing campaigns.,"SEO, Google Analytics, Ads, Content Strategy","Problem Solving, Collaboration, Adaptability, Ownership",Delhi
JOB00208,Full Stack Developer,Web Development,Intermediate,Handle frontend and backend application development.,"React, Node.js, SQL, REST APIs, Git","Problem Solving, Collaboration, Adaptability, Ownership",Hyderabad
JOB00209,HR Executive,Human Resources,Fresher,Manage recruitment and employee relations.,"ATS Tools, Recruitment, HRMS","Communication, Teamwork, Time Management, Willingness to Learn",Bangalore
JOB00210,Finance Analyst,Finance,Fresher,Analyze financial performance.,"Financial Modeling, Excel, Forecasting","Communication, Teamwork, Time Management, Willingness to Learn",Bangalore
JOB00211,Customer Support Executive,Customer Support,Experienced,Handle customer issues.,"Ticketing Tools, CRM Systems","Leadership, Decision Making, Strategic Thinking, Mentorship",Noida
JOB00212,Cybersecurity Analyst,Cybersecurity,Fresher,Protect systems from cyber threats.,"Networking, SIEM, Kali Linux, Risk Analysis","Communication, Teamwork, Time Management, Willingness to Learn",Bangalore
JOB00213,Operations Manager,Operations,Fresher,Oversee operational efficiency.,"Process Optimization, ERP Systems","Communication, Teamwork, Time Management, Willingness to Learn",Pune
JOB00214,Frontend Developer,Web Development,Experienced,Develop responsive and interactive user interfaces.,"HTML, CSS, JavaScript, React, UI Design","Leadership, Decision Making, Strategic Thinking, Mentorship",Bangalore
JOB00215,NLP Engineer,Artificial Intelligence,Intermediate,Build language processing systems.,"SpaCy, NLTK, Transformers, Python","Problem Solving, Collaboration, Adaptability, Ownership",Pune
JOB00216,Business Analyst,Analytics,Intermediate,Translate business needs into data solutions.,"Excel, SQL, Power BI, Requirement Analysis","Problem Solving, Collaboration, Adaptability, Ownership",Kolkata
JOB00217,Machine Learning Engineer,AI & ML,Intermediate,Deploy scalable ML models.,"Scikit-learn, TensorFlow, PyTorch, MLOps","Problem Solving, Collaboration, Adaptability, Ownership",Delhi
JOB00218,Mobile App Developer,App Development,Intermediate,Develop Android and iOS mobile applications.,"Java, Kotlin, Swift, Flutter","Problem Solving, Collaboration, Adaptability, Ownership",Kolkata
JOB00219,Customer Support Executive,Customer Support,Intermediate,Handle customer issues.,"Ticketing Tools, CRM Systems","Problem Solving, Collaboration, Adaptability, Ownership",Hyderabad
JOB00220,Operations Manager,Operations,Intermediate,Oversee operational efficiency.,"Process Optimization, ERP Systems","Problem Solving, Collaboration, Adaptability, Ownership",Hyderabad
JOB00221,Full Stack Developer,Web Development,Intermediate,Handle frontend and backend application development.,"React, Node.js, SQL, REST APIs, Git","Problem Solving, Collaboration, Adaptability, Ownership",Mumbai
JOB00222,Data Analyst,Data Science,Experienced,Analyze data to generate insights.,"SQL, Excel, Python, Power BI, Tableau","Leadership, Decision Making, Strategic Thinking, Mentorship",Mumbai
JOB00223,UI/UX Designer,Design,Intermediate,Design intuitive user experiences.,"Figma, Wireframing, Prototyping, UX Research","Problem Solving, Collaboration, Adaptability, Ownership",Noida
